pairname,ligand,receptor,Pair.Source,Pair.Evidence
Jag1_Notch1,Jag1,Notch1,known,literature supported
Nov_Notch1,Nov,Notch1,known,literature supported
Mfng_Notch1,Mfng,Notch1,novel,literature supported
Jag2_Notch1,Jag2,Notch1,known,literature supported
Dlk1_Notch1,Dlk1,Notch1,known,literature supported
Mfap5_Notch1,Mfap5,Notch1,novel,literature supported
Dll4_Notch1,Dll4,Notch1,known,literature supported
Dlk2_Notch1,Dlk2,Notch1,novel,literature supported
Dll1_Notch1,Dll1,Notch1,known,literature supported
Dll3_Notch1,Dll3,Notch1,known,putative
Uba52_Notch1,Uba52,Notch1,novel,EXCLUDED not ligand
Gm11808_Notch1,Gm11808,Notch1,novel,EXCLUDED not ligand
Adam17_Notch1,Adam17,Notch1,novel,literature supported
Mfap2_Notch1,Mfap2,Notch1,novel,literature supported
Rbp3_Notch1,Rbp3,Notch1,novel,literature supported
Psen1_Notch1,Psen1,Notch1,novel,literature supported
Wnt5a_Ror2,Wnt5a,Ror2,novel,literature supported
Gdf5_Ror2,Gdf5,Ror2,known,literature supported
Dkk1_Lrp6,Dkk1,Lrp6,known,literature supported
Wnt3a_Lrp6,Wnt3a,Lrp6,novel,literature supported
Rspo1_Lrp6,Rspo1,Lrp6,known,literature supported
Wnt7a_Lrp6,Wnt7a,Lrp6,novel,putative
Wnt2_Lrp6,Wnt2,Lrp6,novel,putative
Dkk2_Lrp6,Dkk2,Lrp6,known,literature supported
Apob_Lrp6,Apob,Lrp6,novel,putative
Ctgf_Lrp6,Ctgf,Lrp6,known,literature supported
Sost_Lrp6,Sost,Lrp6,known,literature supported
Rspo3_Lrp6,Rspo3,Lrp6,novel,literature supported
Wnt1_Lrp6,Wnt1,Lrp6,novel,literature supported
Wnt3_Lrp6,Wnt3,Lrp6,known,literature supported
Igfbp4_Lrp6,Igfbp4,Lrp6,novel,literature supported
C1qb_Lrp1,C1qb,Lrp1,novel,literature supported
Apoe_Lrp1,Apoe,Lrp1,novel,literature supported
Serpina1e_Lrp1,Serpina1e,Lrp1,known,literature supported
Serpina1c_Lrp1,Serpina1c,Lrp1,known,literature supported
Serpina1a_Lrp1,Serpina1a,Lrp1,known,literature supported
Serpina1d_Lrp1,Serpina1d,Lrp1,known,literature supported
Serpina1b_Lrp1,Serpina1b,Lrp1,known,literature supported
App_Lrp1,App,Lrp1,novel,literature supported
Wnt3a_Lrp1,Wnt3a,Lrp1,novel,literature supported
Hsp90b1_Lrp1,Hsp90b1,Lrp1,known,EXCLUDED not ligand
C3_Lrp1,C3,Lrp1,known,literature supported
Serpinc1_Lrp1,Serpinc1,Lrp1,known,literature supported
F8_Lrp1,F8,Lrp1,known,literature supported
Plau_Lrp1,Plau,Lrp1,known,literature supported
Serpine1_Lrp1,Serpine1,Lrp1,known,literature supported
Mmp13_Lrp1,Mmp13,Lrp1,known,literature supported
F9_Lrp1,F9,Lrp1,known,literature supported
Fcnb_Lrp1,Fcnb,Lrp1,novel,literature supported
Tfpi_Lrp1,Tfpi,Lrp1,known,literature supported
Pdgfb_Lrp1,Pdgfb,Lrp1,novel,literature supported
Lipc_Lrp1,Lipc,Lrp1,novel,literature supported
Plat_Lrp1,Plat,Lrp1,known,literature supported
Mmp9_Lrp1,Mmp9,Lrp1,known,literature supported
Ltf_Lrp1,Ltf,Lrp1,known,literature supported
Ctgf_Lrp1,Ctgf,Lrp1,novel,literature supported
Lrpap1_Lrp1,Lrpap1,Lrp1,known,literature supported
Mdk_Lrp1,Mdk,Lrp1,novel,literature supported
Serpine2_Lrp1,Serpine2,Lrp1,known,literature supported
Psap_Lrp1,Psap,Lrp1,known,literature supported
Calr_Lrp1,Calr,Lrp1,novel,literature supported
Lpl_Lrp1,Lpl,Lrp1,novel,literature supported
Thbs1_Lrp1,Thbs1,Lrp1,novel,literature supported
Serping1_Lrp1,Serping1,Lrp1,known,literature supported
A2m_Lrp1,A2m,Lrp1,known,literature supported
Sst_Sstr2,Sst,Sstr2,known,literature supported
Cort_Sstr2,Cort,Sstr2,known,literature supported
Shank1_Sstr2,Shank1,Sstr2,novel,literature supported
Calm1_Kcnn4,Calm1,Kcnn4,novel,EXCLUDED not ligand
Calm3_Kcnn4,Calm3,Kcnn4,novel,EXCLUDED not ligand
Fn1_Itga6,Fn1,Itga6,novel,putative
Lama4_Itga6,Lama4,Itga6,novel,putative
Adam2_Itga6,Adam2,Itga6,known,literature supported
Lamc2_Itga6,Lamc2,Itga6,known,literature supported
Lamb3_Itga6,Lamb3,Itga6,novel,putative
Lamb1_Itga6,Lamb1,Itga6,known,literature supported
Lamc1_Itga6,Lamc1,Itga6,novel,putative
Thbs2_Itga6,Thbs2,Itga6,novel,literature supported
Adam9_Itga6,Adam9,Itga6,known,literature supported
Lamc3_Itga6,Lamc3,Itga6,novel,putative
Mdk_Itga6,Mdk,Itga6,novel,putative
Col6a1_Itga6,Col6a1,Itga6,novel,putative
Lama2_Itga6,Lama2,Itga6,novel,putative
Lama1_Itga6,Lama1,Itga6,novel,putative
Lama5_Itga6,Lama5,Itga6,novel,putative
Thbs1_Itga6,Thbs1,Itga6,novel,literature supported
Dusp18_Itga6,Dusp18,Itga6,known,EXCLUDED not ligand
Anxa1_Fpr3,Anxa1,Fpr3,known,literature supported
App_Fpr3,App,Fpr3,known,literature supported
Camp_Fpr3,Camp,Fpr3,known,literature supported
Anxa1_Fpr2,Anxa1,Fpr2,known,literature supported
App_Fpr2,App,Fpr2,known,literature supported
Camp_Fpr2,Camp,Fpr2,known,literature supported
Lamc2_Itgb4,Lamc2,Itgb4,known,literature supported
Lamb3_Itgb4,Lamb3,Itgb4,novel,putative
Lamb1_Itgb4,Lamb1,Itgb4,novel,putative
Lamc1_Itgb4,Lamc1,Itgb4,novel,putative
Lamc3_Itgb4,Lamc3,Itgb4,novel,putative
Lama2_Itgb4,Lama2,Itgb4,novel,putative
Lama1_Itgb4,Lama1,Itgb4,novel,putative
Lama5_Itgb4,Lama5,Itgb4,novel,putative
Dusp18_Itgb4,Dusp18,Itgb4,known,EXCLUDED not ligand
Ccl17_Ccr4,Ccl17,Ccr4,known,literature supported
Cxcl12_Ccr4,Cxcl12,Ccr4,novel,putative
Ccl5_Ccr4,Ccl5,Ccr4,known,literature supported
Ccl22_Ccr4,Ccl22,Ccr4,known,literature supported
Ccl2_Ccr4,Ccl2,Ccr4,known,literature supported
Ccl3_Ccr4,Ccl3,Ccr4,novel,literature supported
Nts_Ntsr2,Nts,Ntsr2,known,literature supported
Hsp90b1_Tlr1,Hsp90b1,Tlr1,novel,EXCLUDED not ligand
Vcan_Tlr1,Vcan,Tlr1,novel,putative
Bgn_Tlr1,Bgn,Tlr1,novel,putative
Rtn4_Tnfrsf19,Rtn4,Tnfrsf19,known,literature supported
Sytl3_Nrxn1,Sytl3,Nrxn1,novel,literature supported
Rph3a_Nrxn1,Rph3a,Nrxn1,novel,literature supported
Nxph3_Nrxn1,Nxph3,Nrxn1,known,literature supported
Nlgn1_Nrxn1,Nlgn1,Nrxn1,known,literature supported
Nxph2_Nrxn1,Nxph2,Nrxn1,novel,literature supported
Nxph1_Nrxn1,Nxph1,Nrxn1,known,literature supported
Nlgn2_Nrxn1,Nlgn2,Nrxn1,known,literature supported
Nlgn3_Nrxn1,Nlgn3,Nrxn1,known,literature supported
H2-Bl_Aplp2,H2-Bl,Aplp2,novel,literature supported
H2-Q2_Aplp2,H2-Q2,Aplp2,novel,literature supported
H2-T23_Aplp2,H2-T23,Aplp2,novel,literature supported
H2-K1_Aplp2,H2-K1,Aplp2,novel,literature supported
H2-Q5_Aplp2,H2-Q5,Aplp2,novel,literature supported
H2-M5_Aplp2,H2-M5,Aplp2,novel,literature supported
H2-Q1_Aplp2,H2-Q1,Aplp2,novel,literature supported
H2-M2_Aplp2,H2-M2,Aplp2,novel,literature supported
H2-M11_Aplp2,H2-M11,Aplp2,novel,literature supported
H2-D1_Aplp2,H2-D1,Aplp2,novel,literature supported
H2-Q6_Aplp2,H2-Q6,Aplp2,novel,literature supported
H2-Q7_Aplp2,H2-Q7,Aplp2,novel,literature supported
H2-Q4_Aplp2,H2-Q4,Aplp2,novel,literature supported
Gm8909_Aplp2,Gm8909,Aplp2,novel,literature supported
Gm7030_Aplp2,Gm7030,Aplp2,novel,literature supported
H2-M3_Aplp2,H2-M3,Aplp2,novel,literature supported
H2-M9_Aplp2,H2-M9,Aplp2,novel,literature supported
H2-M1_Aplp2,H2-M1,Aplp2,novel,literature supported
H2-Q10_Aplp2,H2-Q10,Aplp2,novel,literature supported
Gm11127_Aplp2,Gm11127,Aplp2,novel,literature supported
H2-T3_Aplp2,H2-T3,Aplp2,novel,literature supported
Wnt3a_Atp6ap2,Wnt3a,Atp6ap2,novel,putative
Ren1_Atp6ap2,Ren1,Atp6ap2,known,literature supported
Ghrl_Gpr39,Ghrl,Gpr39,known,literature supported
Npy_Mc4r,Npy,Mc4r,novel,literature supported
Agrp_Mc4r,Agrp,Mc4r,known,literature supported
Pomc_Mc4r,Pomc,Mc4r,known,literature supported
a_Mc4r,a,Mc4r,novel,literature supported
Fga_Itgad,Fga,Itgad,novel,putative
Vcam1_Itgad,Vcam1,Itgad,known,literature supported
Gnas_Ptgdr,Gnas,Ptgdr,novel,literature supported
Gnai2_Agtr2,Gnai2,Agtr2,novel,literature supported
Ace_Agtr2,Ace,Agtr2,novel,literature supported
Timp3_Agtr2,Timp3,Agtr2,novel,literature supported
Agt_Agtr2,Agt,Agtr2,known,literature supported
Adipoq_Adipor2,Adipoq,Adipor2,known,literature supported
Mmp7_Cd151,Mmp7,Cd151,novel,literature supported
Lamc2_Cd151,Lamc2,Cd151,novel,putative
Lamb3_Cd151,Lamb3,Cd151,novel,putative
Dusp18_Cd151,Dusp18,Cd151,known,EXCLUDED not ligand
Calr_Scarf1,Calr,Scarf1,known,literature supported
Fga_Plaur,Fga,Plaur,novel,putative
Fn1_Plaur,Fn1,Plaur,novel,literature supported
Plg_Plaur,Plg,Plaur,novel,putative
Kng2_Plaur,Kng2,Plaur,novel,literature supported
Kng1_Plaur,Kng1,Plaur,novel,literature supported
Mmp12_Plaur,Mmp12,Plaur,novel,literature supported
Plau_Plaur,Plau,Plaur,known,literature supported
Serpine1_Plaur,Serpine1,Plaur,novel,putative
Vtn_Plaur,Vtn,Plaur,novel,literature supported
Lrp1b_Plaur,Lrp1b,Plaur,novel,literature supported
CR974586.5_Ccr7,CR974586.5,Ccr7,known,literature supported
CR974586.3_Ccr7,CR974586.3,Ccr7,known,literature supported
Ccl19_Ccr7,Ccl19,Ccr7,known,literature supported
Gm2564_Ccr7,Gm2564,Ccr7,known,literature supported
Ccl21c_Ccr7,Ccl21c,Ccr7,known,literature supported
Ccl21b_Ccr7,Ccl21b,Ccr7,known,literature supported
Ccl21a_Ccr7,Ccl21a,Ccr7,known,literature supported
Gm21541_Ccr7,Gm21541,Ccr7,known,literature supported
Gm13304_Ccr7,Gm13304,Ccr7,known,literature supported
Gm10591_Ccr7,Gm10591,Ccr7,known,literature supported
Nts_Ntsr1,Nts,Ntsr1,known,literature supported
Penk_Ogfr,Penk,Ogfr,known,literature supported
Fgf15_Klb,Fgf15,Klb,novel,literature supported
Il1b_Adrb2,Il1b,Adrb2,novel,literature supported
Egf_Fshr,Egf,Fshr,novel,putative
Cga_Fshr,Cga,Fshr,known,literature supported
Fshb_Fshr,Fshb,Fshr,known,literature supported
Uba52_Fshr,Uba52,Fshr,novel,EXCLUDED not ligand
Gm11808_Fshr,Gm11808,Fshr,novel,EXCLUDED not ligand
Bmp8a_Acvr2a,Bmp8a,Acvr2a,known,putative
Bmp8b_Acvr2a,Bmp8b,Acvr2a,known,putative
Gdf11_Acvr2a,Gdf11,Acvr2a,known,literature supported
Bmp3_Acvr2a,Bmp3,Acvr2a,known,putative
Bmp2_Acvr2a,Bmp2,Acvr2a,known,literature supported
Bmp10_Acvr2a,Bmp10,Acvr2a,known,literature supported
Inhbe_Acvr2a,Inhbe,Acvr2a,novel,putative
Bmp5_Acvr2a,Bmp5,Acvr2a,known,putative
Bmp15_Acvr2a,Bmp15,Acvr2a,known,literature supported
Nodal_Acvr2a,Nodal,Acvr2a,known,literature supported
Inhbc_Acvr2a,Inhbc,Acvr2a,known,literature supported
Bmp4_Acvr2a,Bmp4,Acvr2a,known,putative
Inhba_Acvr2a,Inhba,Acvr2a,known,literature supported
Tdgf1_Acvr2a,Tdgf1,Acvr2a,known,literature supported
Inhbb_Acvr2a,Inhbb,Acvr2a,known,literature supported
Bmp7_Acvr2a,Bmp7,Acvr2a,known,literature supported
Gdf7_Acvr2a,Gdf7,Acvr2a,known,literature supported
Bmp6_Acvr2a,Bmp6,Acvr2a,known,literature supported
Gdf2_Acvr2a,Gdf2,Acvr2a,novel,literature supported
Gdf9_Acvr2a,Gdf9,Acvr2a,novel,literature supported
Gdf5_Acvr2a,Gdf5,Acvr2a,novel,literature supported
Inha_Acvr2a,Inha,Acvr2a,known,literature supported
Hdc_Hrh1,Hdc,Hrh1,known,EXCLUDED not ligand
Fn1_Cd79a,Fn1,Cd79a,novel,putative
Btla_Cd79a,Btla,Cd79a,novel,literature supported
Bmp8a_Bmpr1a,Bmp8a,Bmpr1a,known,putative
Bmp8b_Bmpr1a,Bmp8b,Bmpr1a,known,putative
Bmp3_Bmpr1a,Bmp3,Bmpr1a,known,putative
Bmp2_Bmpr1a,Bmp2,Bmpr1a,known,literature supported
Bmp10_Bmpr1a,Bmp10,Bmpr1a,known,literature supported
Bmp5_Bmpr1a,Bmp5,Bmpr1a,known,literature supported
Bmp15_Bmpr1a,Bmp15,Bmpr1a,known,literature supported
Bmp4_Bmpr1a,Bmp4,Bmpr1a,known,literature supported
Bmp7_Bmpr1a,Bmp7,Bmpr1a,known,literature supported
Gdf7_Bmpr1a,Gdf7,Bmpr1a,known,literature supported
Bmp6_Bmpr1a,Bmp6,Bmpr1a,known,literature supported
Gdf9_Bmpr1a,Gdf9,Bmpr1a,novel,literature supported
Gdf5_Bmpr1a,Gdf5,Bmpr1a,novel,literature supported
Gdf6_Bmpr1a,Gdf6,Bmpr1a,known,literature supported
Fga_Itgb3,Fga,Itgb3,novel,literature supported
Fn1_Itgb3,Fn1,Itgb3,known,literature supported
Itgb3bp_Itgb3,Itgb3bp,Itgb3,novel,literature supported
Cyr61_Itgb3,Cyr61,Itgb3,known,literature supported
Mfge8_Itgb3,Mfge8,Itgb3,novel,literature supported
Angptl3_Itgb3,Angptl3,Itgb3,novel,literature supported
Adam15_Itgb3,Adam15,Itgb3,known,literature supported
Fbn1_Itgb3,Fbn1,Itgb3,novel,literature supported
Col1a2_Itgb3,Col1a2,Itgb3,novel,literature supported
Fbln2_Itgb3,Fbln2,Itgb3,novel,literature supported
Nid1_Itgb3,Nid1,Itgb3,novel,literature supported
Vtn_Itgb3,Vtn,Itgb3,known,literature supported
Icam4_Itgb3,Icam4,Itgb3,known,literature supported
Tgm2_Itgb3,Tgm2,Itgb3,novel,literature supported
Thbs1_Itgb3,Thbs1,Itgb3,novel,literature supported
Adam23_Itgb3,Adam23,Itgb3,known,literature supported
Cga_Sirpb1b,Cga,Sirpb1b,novel,putative
Papln_Sirpb1b,Papln,Sirpb1b,novel,putative
Vegfa_Sirpb1b,Vegfa,Sirpb1b,novel,putative
Lhb_Sirpb1b,Lhb,Sirpb1b,novel,putative
Vwf_Sirpb1b,Vwf,Sirpb1b,novel,putative
Cga_Sirpb1a,Cga,Sirpb1a,novel,putative
Papln_Sirpb1a,Papln,Sirpb1a,novel,putative
Vegfa_Sirpb1a,Vegfa,Sirpb1a,novel,putative
Lhb_Sirpb1a,Lhb,Sirpb1a,novel,putative
Vwf_Sirpb1a,Vwf,Sirpb1a,novel,putative
Cga_Sirpa,Cga,Sirpa,novel,putative
Papln_Sirpa,Papln,Sirpa,novel,putative
Vegfa_Sirpa,Vegfa,Sirpa,novel,putative
Lhb_Sirpa,Lhb,Sirpa,novel,putative
Vwf_Sirpa,Vwf,Sirpa,novel,putative
Cga_Sirpb1c,Cga,Sirpb1c,novel,putative
Papln_Sirpb1c,Papln,Sirpb1c,novel,putative
Vegfa_Sirpb1c,Vegfa,Sirpb1c,novel,putative
Lhb_Sirpb1c,Lhb,Sirpb1c,novel,putative
Vwf_Sirpb1c,Vwf,Sirpb1c,novel,putative
Cga_Gm9733,Cga,Gm9733,novel,putative
Papln_Gm9733,Papln,Gm9733,novel,putative
Vegfa_Gm9733,Vegfa,Gm9733,novel,putative
Lhb_Gm9733,Lhb,Gm9733,novel,putative
Vwf_Gm9733,Vwf,Gm9733,novel,putative
Cga_Gm5150,Cga,Gm5150,novel,putative
Papln_Gm5150,Papln,Gm5150,novel,putative
Vegfa_Gm5150,Vegfa,Gm5150,novel,putative
Lhb_Gm5150,Lhb,Gm5150,novel,putative
Vwf_Gm5150,Vwf,Gm5150,novel,putative
Tgfb1_Cd109,Tgfb1,Cd109,novel,putative
F2_Gp1bb,F2,Gp1bb,novel,putative
Nmb_Grpr,Nmb,Grpr,known,literature supported
Grp_Grpr,Grp,Grpr,known,literature supported
Bdnf_Drd4,Bdnf,Drd4,novel,putative
Dkk1_Kremen1,Dkk1,Kremen1,known,literature supported
Efna4_Epha7,Efna4,Epha7,known,literature supported
Efna1_Epha7,Efna1,Epha7,known,literature supported
Efna3_Epha7,Efna3,Epha7,known,literature supported
Efna2_Epha7,Efna2,Epha7,known,literature supported
Efna5_Epha7,Efna5,Epha7,known,literature supported
Gnai2_S1pr5,Gnai2,S1pr5,novel,putative
Hdc_Hrh4,Hdc,Hrh4,known,EXCLUDED not ligand
Gnai2_Tbxa2r,Gnai2,Tbxa2r,novel,literature supported
Tgm2_Tbxa2r,Tgm2,Tbxa2r,novel,putative
Col2a1_Olfr1,Col2a1,Olfr1,novel,putative
Col2a1_Olfr391-ps,Col2a1,Olfr391-ps,novel,putative
Col2a1_Olfr393,Col2a1,Olfr393,novel,putative
Col2a1_Olfr382,Col2a1,Olfr382,novel,putative
Col2a1_Olfr385,Col2a1,Olfr385,novel,putative
Col2a1_Olfr390,Col2a1,Olfr390,novel,putative
Col2a1_Olfr384,Col2a1,Olfr384,novel,putative
Col2a1_Olfr23,Col2a1,Olfr23,novel,putative
Col2a1_Olfr380,Col2a1,Olfr380,novel,putative
Col2a1_Olfr395,Col2a1,Olfr395,novel,putative
Col2a1_Olfr389,Col2a1,Olfr389,novel,putative
Col2a1_Olfr376,Col2a1,Olfr376,novel,putative
Col2a1_Olfr392,Col2a1,Olfr392,novel,putative
Col2a1_Olfr20,Col2a1,Olfr20,novel,putative
Col2a1_Olfr378,Col2a1,Olfr378,novel,putative
Col2a1_Olfr381,Col2a1,Olfr381,novel,putative
Col2a1_Olfr396-ps1,Col2a1,Olfr396-ps1,novel,putative
Col2a1_Olfr394,Col2a1,Olfr394,novel,putative
Gm21983_Cdh7,Gm21983,Cdh7,novel,literature supported
Mia_Cdh7,Mia,Cdh7,novel,literature supported
Calm1_Pde1a,Calm1,Pde1a,known,EXCLUDED not ligand
Calm3_Pde1a,Calm3,Pde1a,known,EXCLUDED not ligand
Calm2_Pde1a,Calm2,Pde1a,known,EXCLUDED not ligand
Tph1_Htr2c,Tph1,Htr2c,known,EXCLUDED not ligand
Calm1_Htr2c,Calm1,Htr2c,novel,EXCLUDED not ligand
Calm3_Htr2c,Calm3,Htr2c,novel,EXCLUDED not ligand
Lin7c_Htr2c,Lin7c,Htr2c,novel,literature supported
Rtn4_Gjb2,Rtn4,Gjb2,novel,putative
Nppb_Npr2,Nppb,Npr2,known,literature supported
Nppc_Npr2,Nppc,Npr2,known,literature supported
Agrp_Mc5r,Agrp,Mc5r,known,literature supported
Pomc_Mc5r,Pomc,Mc5r,known,literature supported
a_Mc5r,a,Mc5r,novel,literature supported
Crh_Mc2r,Crh,Mc2r,known,literature supported
Pomc_Mc2r,Pomc,Mc2r,known,literature supported
a_Mc2r,a,Mc2r,novel,literature supported
Tph1_Htr4,Tph1,Htr4,known,EXCLUDED not ligand
Nppb_Npr3,Nppb,Npr3,known,literature supported
Ostn_Npr3,Ostn,Npr3,known,literature supported
Nppc_Npr3,Nppc,Npr3,novel,literature supported
Nppa_Npr3,Nppa,Npr3,known,literature supported
Vip_Npr3,Vip,Npr3,novel,putative
Il4_Il13ra2,Il4,Il13ra2,novel,literature supported
Il13_Il13ra2,Il13,Il13ra2,known,literature supported
Wnt3a_Apcdd1,Wnt3a,Apcdd1,novel,literature supported
Fgf5_Fgfr4,Fgf5,Fgfr4,known,literature supported
Fgf2_Fgfr4,Fgf2,Fgfr4,known,literature supported
Fgf10_Fgfr4,Fgf10,Fgfr4,known,putative
Fgf20_Fgfr4,Fgf20,Fgfr4,novel,literature supported
Fgf12_Fgfr4,Fgf12,Fgfr4,known,putative
Fgf17_Fgfr4,Fgf17,Fgfr4,known,literature supported
Fgf9_Fgfr4,Fgf9,Fgfr4,known,literature supported
Fgf15_Fgfr4,Fgf15,Fgfr4,known,literature supported
Fgf7_Fgfr4,Fgf7,Fgfr4,novel,literature supported
Fgf21_Fgfr4,Fgf21,Fgfr4,novel,literature supported
Fgf14_Fgfr4,Fgf14,Fgfr4,known,putative
Fgf3_Fgfr4,Fgf3,Fgfr4,novel,literature supported
Fgf11_Fgfr4,Fgf11,Fgfr4,known,putative
Fgf1_Fgfr4,Fgf1,Fgfr4,known,literature supported
Fgf23_Fgfr4,Fgf23,Fgfr4,known,literature supported
Fgf6_Fgfr4,Fgf6,Fgfr4,known,literature supported
Fgf16_Fgfr4,Fgf16,Fgfr4,known,literature supported
Fgf18_Fgfr4,Fgf18,Fgfr4,known,literature supported
Fgf4_Fgfr4,Fgf4,Fgfr4,known,literature supported
Fgf8_Fgfr4,Fgf8,Fgfr4,known,literature supported
Fgf13_Fgfr4,Fgf13,Fgfr4,known,putative
Plg_F2rl1,Plg,F2rl1,novel,literature supported
F2_F2rl1,F2,F2rl1,known,literature supported
Il10_Sirpb1b,Il10,Sirpb1b,novel,putative
Il10_Sirpb1a,Il10,Sirpb1a,novel,putative
Il10_Sirpa,Il10,Sirpa,novel,putative
Il10_Sirpb1c,Il10,Sirpb1c,novel,putative
Il10_Gm9733,Il10,Gm9733,novel,putative
Il10_Gm5150,Il10,Gm5150,novel,putative
Ly6g5c_Tmem8,Ly6g5c,Tmem8,novel,putative
Igfl3_Igflr1,Igfl3,Igflr1,novel,literature supported
Rspo1_Lgr4,Rspo1,Lgr4,known,literature supported
Ndp_Lgr4,Ndp,Lgr4,known,literature supported
Rspo2_Lgr4,Rspo2,Lgr4,known,literature supported
Rspo3_Lgr4,Rspo3,Lgr4,known,literature supported
Rspo4_Lgr4,Rspo4,Lgr4,known,literature supported
Gm21983_Cdh19,Gm21983,Cdh19,novel,putative
Mia_Cdh19,Mia,Cdh19,novel,putative
Shh_Boc,Shh,Boc,known,literature supported
Dhh_Boc,Dhh,Boc,novel,literature supported
Ihh_Boc,Ihh,Boc,novel,literature supported
H2-Bl_Cd3d,H2-Bl,Cd3d,novel,putative
H2-Q2_Cd3d,H2-Q2,Cd3d,novel,putative
H2-T23_Cd3d,H2-T23,Cd3d,novel,putative
H2-K1_Cd3d,H2-K1,Cd3d,novel,putative
H2-Q5_Cd3d,H2-Q5,Cd3d,novel,putative
H2-M5_Cd3d,H2-M5,Cd3d,novel,putative
H2-Q1_Cd3d,H2-Q1,Cd3d,novel,putative
H2-M2_Cd3d,H2-M2,Cd3d,novel,putative
H2-M11_Cd3d,H2-M11,Cd3d,novel,putative
H2-D1_Cd3d,H2-D1,Cd3d,novel,putative
H2-Q6_Cd3d,H2-Q6,Cd3d,novel,putative
H2-Q7_Cd3d,H2-Q7,Cd3d,novel,putative
H2-Q4_Cd3d,H2-Q4,Cd3d,novel,putative
Gm8909_Cd3d,Gm8909,Cd3d,novel,putative
Gm7030_Cd3d,Gm7030,Cd3d,novel,putative
H2-M3_Cd3d,H2-M3,Cd3d,novel,putative
H2-M9_Cd3d,H2-M9,Cd3d,novel,putative
H2-M1_Cd3d,H2-M1,Cd3d,novel,putative
H2-Q10_Cd3d,H2-Q10,Cd3d,novel,putative
Gm11127_Cd3d,Gm11127,Cd3d,novel,putative
H2-T3_Cd3d,H2-T3,Cd3d,novel,putative
B2m_Cd3d,B2m,Cd3d,novel,putative
Tctn1_Tmem67,Tctn1,Tmem67,novel,literature supported
Gnas_Avpr2,Gnas,Avpr2,novel,literature supported
Oxt_Avpr2,Oxt,Avpr2,known,literature supported
Avp_Avpr2,Avp,Avpr2,known,literature supported
C1qtnf1_Avpr2,C1qtnf1,Avpr2,novel,literature supported
Calm1_Grm4,Calm1,Grm4,novel,EXCLUDED not ligand
Calm3_Grm4,Calm3,Grm4,novel,EXCLUDED not ligand
Gad1_Grm4,Gad1,Grm4,known,EXCLUDED not ligand
Il4_Il4ra,Il4,Il4ra,known,literature supported
Il13_Il4ra,Il13,Il4ra,known,literature supported
Il22_Il10ra,Il22,Il10ra,known,literature supported
Iltifb_Il10ra,Iltifb,Il10ra,known,literature supported
Il10_Il10ra,Il10,Il10ra,known,literature supported
Ccl17_Ccr8,Ccl17,Ccr8,known,literature supported
Ccl1_Ccr8,Ccl1,Ccr8,known,literature supported
Ccl4_Ccr8,Ccl4,Ccr8,known,literature supported
Calm1_Scn4a,Calm1,Scn4a,novel,EXCLUDED not ligand
Calm3_Scn4a,Calm3,Scn4a,novel,EXCLUDED not ligand
Calm2_Scn4a,Calm2,Scn4a,novel,EXCLUDED not ligand
Agrn_Atp1a3,Agrn,Atp1a3,novel,literature supported
Sema5a_Plxnb3,Sema5a,Plxnb3,known,literature supported
