pairname,ligand,receptor,Pair.Source,Pair.Evidence
INHBE_ACVR1B,INHBE,ACVR1B,novel,putative
INHBE_ACVR2A,INHBE,ACVR2A,novel,putative
INHBE_ENG,INHBE,ENG,novel,putative
INSL3_RXFP2,INSL3,RXFP2,known,literature supported
INSL5_RXFP3,INSL5,RXFP3,known,literature supported
INSL5_RXFP4,INSL5,RXFP4,known,literature supported
INS_IGF1R,INS,IGF1R,novel,literature supported
INS_INSR,INS,INSR,known,literature supported
INS_LRP2,INS,LRP2,novel,literature supported
ITGB3BP_ITGB3,ITGB3BP,ITGB3,novel,literature supported
ITGB3BP_ITGB5,ITGB3BP,ITGB5,novel,literature supported
ITIH2_FCER1A,ITIH2,FCER1A,novel,literature supported
JAG1_NOTCH1,JAG1,NOTCH1,known,literature supported
JAG1_NOTCH2,JAG1,NOTCH2,known,literature supported
JAG1_NOTCH3,JAG1,NOTCH3,known,literature supported
JAG1_NOTCH4,JAG1,NOTCH4,known,literature supported
JAG2_NOTCH1,JAG2,NOTCH1,known,literature supported
JAG2_NOTCH2,JAG2,NOTCH2,known,literature supported
JAG2_NOTCH3,JAG2,NOTCH3,known,literature supported
JAG2_NOTCH4,JAG2,NOTCH4,known,putative
KAL1_FGFR1,KAL1,FGFR1,novel,literature supported
KAL1_SDC2,KAL1,SDC2,novel,literature supported
KISS1_KISS1R,KISS1,KISS1R,known,literature supported
KISS1_MMP24,KISS1,MMP24,novel,literature supported
KITLG_EPOR,KITLG,EPOR,novel,literature supported
KITLG_KIT,KITLG,KIT,known,literature supported
KLK3_EPOR,KLK3,EPOR,novel,literature supported
KNG1_BDKRB1,KNG1,BDKRB1,known,literature supported
KNG1_BDKRB2,KNG1,BDKRB2,known,literature supported
KNG1_CD93,KNG1,CD93,novel,literature supported
KNG1_GP1BA,KNG1,GP1BA,novel,literature supported
KNG1_GPR135,KNG1,GPR135,known,literature supported
KNG1_ITGAM,KNG1,ITGAM,novel,putative
KNG1_ITGB2,KNG1,ITGB2,novel,literature supported
KNG1_PLAUR,KNG1,PLAUR,novel,literature supported
KNG1_RXFP4,KNG1,RXFP4,novel,literature supported
KNG1_SDC2,KNG1,SDC2,novel,putative
KRTAP4-12_AQP1,KRTAP4-12,AQP1,novel,literature supported
KRTAP4-12_CATSPER1,KRTAP4-12,CATSPER1,novel,literature supported
KRTAP4-12_CLDN2,KRTAP4-12,CLDN2,novel,literature supported
KRTAP4-12_CNTFR,KRTAP4-12,CNTFR,novel,literature supported
KRTAP4-12_DLK2,KRTAP4-12,DLK2,novel,EXCLUDED
KRTAP4-12_LINGO1,KRTAP4-12,LINGO1,novel,literature supported
KRTAP4-12_PDGFRB,KRTAP4-12,PDGFRB,novel,literature supported
KRTAP4-12_PLSCR4,KRTAP4-12,PLSCR4,novel,literature supported
L1CAM_CNTN1,L1CAM,CNTN1,novel,literature supported
L1CAM_EGFR,L1CAM,EGFR,novel,literature supported
L1CAM_EPHB2,L1CAM,EPHB2,novel,putative
L1CAM_ERBB2,L1CAM,ERBB2,novel,literature supported
L1CAM_ERBB3,L1CAM,ERBB3,novel,literature supported
L1CAM_FGFR2,L1CAM,FGFR2,novel,putative
L1CAM_ITGA5,L1CAM,ITGA5,novel,literature supported
L1CAM_ITGAV,L1CAM,ITGAV,novel,literature supported
LACRT_SDC1,LACRT,SDC1,novel,literature supported
LAMA1_GPC1,LAMA1,GPC1,novel,putative
LAMA1_ITGA1,LAMA1,ITGA1,novel,literature supported
LAMA1_ITGA2,LAMA1,ITGA2,novel,literature supported
LAMA1_ITGA3,LAMA1,ITGA3,novel,putative
LAMA1_ITGA6,LAMA1,ITGA6,novel,putative
LAMA1_ITGA7,LAMA1,ITGA7,known,literature supported
LAMA1_ITGB1,LAMA1,ITGB1,known,literature supported
LAMA1_ITGB4,LAMA1,ITGB4,novel,putative
LAMA1_ITGB8,LAMA1,ITGB8,known,literature supported
LAMA1_NT5E,LAMA1,NT5E,novel,literature supported
LAMA1_RPSA,LAMA1,RPSA,known,literature supported
LAMA1_SDC2,LAMA1,SDC2,novel,putative
LAMA1_SDC4,LAMA1,SDC4,novel,putative
LAMA1_TMPRSS6,LAMA1,TMPRSS6,novel,literature supported
LAMA2_ITGA1,LAMA2,ITGA1,novel,putative
LAMA2_ITGA2,LAMA2,ITGA2,novel,putative
LAMA2_ITGA3,LAMA2,ITGA3,novel,putative
LAMA2_ITGA6,LAMA2,ITGA6,novel,putative
LAMA2_ITGA7,LAMA2,ITGA7,known,literature supported
LAMA2_ITGB1,LAMA2,ITGB1,known,literature supported
LAMA2_ITGB4,LAMA2,ITGB4,novel,putative
LAMA2_RPSA,LAMA2,RPSA,known,literature supported
LAMA3_SDC2,LAMA3,SDC2,novel,literature supported
LAMA4_ITGA3,LAMA4,ITGA3,novel,putative
LAMA4_ITGA6,LAMA4,ITGA6,novel,putative
LAMA4_ITGAV,LAMA4,ITGAV,novel,putative
LAMA4_ITGB1,LAMA4,ITGB1,novel,putative
LAMA5_BCAM,LAMA5,BCAM,novel,literature supported
LAMA5_ITGA2,LAMA5,ITGA2,novel,putative
LAMA5_ITGA3,LAMA5,ITGA3,novel,putative
LAMA5_ITGA6,LAMA5,ITGA6,novel,putative
LAMA5_ITGB1,LAMA5,ITGB1,novel,putative
LAMA5_ITGB4,LAMA5,ITGB4,novel,putative
LAMA5_SDC1,LAMA5,SDC1,novel,putative
LAMB1_ITGA1,LAMB1,ITGA1,novel,putative
LAMB1_ITGA2,LAMB1,ITGA2,novel,putative
LAMB1_ITGA3,LAMB1,ITGA3,novel,putative
LAMB1_ITGA6,LAMB1,ITGA6,known,literature supported
LAMB1_ITGA7,LAMB1,ITGA7,novel,putative
LAMB1_ITGAV,LAMB1,ITGAV,novel,putative
LAMB1_ITGB1,LAMB1,ITGB1,known,literature supported
LAMB1_ITGB4,LAMB1,ITGB4,novel,putative
LAMB2_RPSA,LAMB2,RPSA,known,literature supported
LAMB3_CD151,LAMB3,CD151,novel,putative
LAMB3_COL17A1,LAMB3,COL17A1,novel,putative
LAMB3_ITGA2,LAMB3,ITGA2,novel,putative
LAMB3_ITGA3,LAMB3,ITGA3,novel,putative
LAMB3_ITGA6,LAMB3,ITGA6,novel,putative
LAMB3_ITGB1,LAMB3,ITGB1,novel,putative
LAMB3_ITGB4,LAMB3,ITGB4,novel,putative
LAMC1_ITGA1,LAMC1,ITGA1,novel,putative
LAMC1_ITGA2,LAMC1,ITGA2,novel,putative
LAMC1_ITGA3,LAMC1,ITGA3,novel,putative
LAMC1_ITGA6,LAMC1,ITGA6,novel,putative
LAMC1_ITGA7,LAMC1,ITGA7,novel,putative
LAMC1_ITGAV,LAMC1,ITGAV,novel,putative
LAMC1_ITGB1,LAMC1,ITGB1,novel,putative
LAMC1_ITGB4,LAMC1,ITGB4,novel,putative
LAMC2_CD151,LAMC2,CD151,novel,putative
LAMC2_COL17A1,LAMC2,COL17A1,novel,putative
LAMC2_ITGA2,LAMC2,ITGA2,novel,putative
LAMC2_ITGA3,LAMC2,ITGA3,known,literature supported
LAMC2_ITGA6,LAMC2,ITGA6,known,literature supported
LAMC2_ITGB1,LAMC2,ITGB1,known,literature supported
LAMC2_ITGB4,LAMC2,ITGB4,known,literature supported
LAMC3_ITGA2,LAMC3,ITGA2,novel,putative
LAMC3_ITGA3,LAMC3,ITGA3,novel,putative
LAMC3_ITGA6,LAMC3,ITGA6,novel,putative
LAMC3_ITGB1,LAMC3,ITGB1,novel,putative
LAMC3_ITGB4,LAMC3,ITGB4,novel,putative
LCN1_LMBR1L,LCN1,LMBR1L,novel,literature supported
LCN2_LRP2,LCN2,LRP2,novel,literature supported
LEFTY2_ACVR2B,LEFTY2,ACVR2B,known,literature supported
LEP_LEPR,LEP,LEPR,known,literature supported
LEP_LRP2,LEP,LRP2,novel,putative
LGALS3BP_ITGB1,LGALS3BP,ITGB1,novel,literature supported
LGALS3BP_VANGL1,LGALS3BP,VANGL1,novel,putative
LHB_LHCGR,LHB,LHCGR,known,literature supported
LIF_IL6ST,LIF,IL6ST,known,literature supported
LIF_LIFR,LIF,LIFR,known,literature supported
LIN7C_ABCA1,LIN7C,ABCA1,novel,literature supported
LIN7C_HTR2C,LIN7C,HTR2C,novel,literature supported
LIN7C_KCNJ4,LIN7C,KCNJ4,novel,putative
LIPC_LRP1,LIPC,LRP1,novel,literature supported
LIPH_LPAR1,LIPH,LPAR1,known,literature supported
LIPH_LPAR2,LIPH,LPAR2,known,literature supported
LIPH_LPAR4,LIPH,LPAR4,known,literature supported
LPA_ITGAM,LPA,ITGAM,novel,putative
LPA_ITGB2,LPA,ITGB2,novel,putative
LPA_LRP2,LPA,LRP2,novel,literature supported
LPL_CD44,LPL,CD44,novel,putative
LPL_GPIHBP1,LPL,GPIHBP1,novel,literature supported
LPL_LRP1,LPL,LRP1,novel,literature supported
LPL_LRP2,LPL,LRP2,novel,literature supported
LPL_SDC1,LPL,SDC1,novel,literature supported
LPL_VLDLR,LPL,VLDLR,novel,literature supported
LRP1B_PLAUR,LRP1B,PLAUR,novel,literature supported
LRPAP1_LDLR,LRPAP1,LDLR,novel,literature supported
LRPAP1_LRP1,LRPAP1,LRP1,known,literature supported
LRPAP1_LRP2,LRPAP1,LRP2,novel,literature supported
LRPAP1_LRP8,LRPAP1,LRP8,novel,literature supported
LRPAP1_SORL1,LRPAP1,SORL1,novel,literature supported
LRPAP1_SORT1,LRPAP1,SORT1,novel,literature supported
LRPAP1_VLDLR,LRPAP1,VLDLR,novel,literature supported
LTA_CACHD1,LTA,CACHD1,novel,putative
LTA_EDNRA,LTA,EDNRA,novel,putative
LTA_LTBR,LTA,LTBR,known,literature supported
LTA_TNFRSF14,LTA,TNFRSF14,known,literature supported
LTA_TNFRSF1A,LTA,TNFRSF1A,known,literature supported
LTA_TNFRSF1B,LTA,TNFRSF1B,known,literature supported
LTBP1_ITGB5,LTBP1,ITGB5,novel,literature supported
LTBP3_ITGB5,LTBP3,ITGB5,novel,literature supported
LTB_CD40,LTB,CD40,known,literature supported
LTB_LTBR,LTB,LTBR,known,literature supported
LTB_TNFRSF1A,LTB,TNFRSF1A,novel,literature supported
LTF_GP9,LTF,GP9,novel,putative
LTF_GPR162,LTF,GPR162,novel,putative
LTF_LRP1,LTF,LRP1,known,literature supported
LTF_LRP11,LTF,LRP11,known,literature supported
LTF_TFRC,LTF,TFRC,novel,putative
LY6G5C_TMEM8A,LY6G5C,TMEM8A,novel,putative
LY86_CD180,LY86,CD180,novel,literature supported
LYPD3_AGR2,LYPD3,AGR2,novel,putative
LYZ_ITGAL,LYZ,ITGAL,novel,putative
MADCAM1_CD44,MADCAM1,CD44,novel,literature supported
MADCAM1_ITGA4,MADCAM1,ITGA4,known,literature supported
MADCAM1_ITGB7,MADCAM1,ITGB7,known,literature supported
MATN1_ITGA1,MATN1,ITGA1,novel,literature supported
MATN1_ITGB1,MATN1,ITGB1,novel,literature supported
MATN1_PTPRD,MATN1,PTPRD,novel,putative
MBL2_CALCR,MBL2,CALCR,novel,literature supported
MBL2_CD93,MBL2,CD93,novel,literature supported
MDK_ALK,MDK,ALK,known,literature supported
MDK_GPC2,MDK,GPC2,novel,putative
MDK_ITGA4,MDK,ITGA4,novel,putative
MDK_ITGA6,MDK,ITGA6,novel,putative
MDK_ITGB1,MDK,ITGB1,novel,putative
MDK_LRP1,MDK,LRP1,novel,literature supported
MDK_LRP2,MDK,LRP2,novel,literature supported
MDK_PTPRB,MDK,PTPRB,known,putative
MDK_PTPRZ1,MDK,PTPRZ1,known,literature supported
MDK_SDC1,MDK,SDC1,novel,literature supported
MDK_SDC3,MDK,SDC3,novel,literature supported
MDK_SDC4,MDK,SDC4,novel,literature supported
MDK_TSPAN1,MDK,TSPAN1,novel,literature supported
MEPE_PHEX,MEPE,PHEX,novel,literature supported
MFAP2_NOTCH1,MFAP2,NOTCH1,novel,literature supported
MFAP5_NOTCH1,MFAP5,NOTCH1,novel,literature supported
MFGE8_ITGAV,MFGE8,ITGAV,novel,literature supported
MFGE8_ITGB3,MFGE8,ITGB3,novel,literature supported
MFGE8_PDGFRB,MFGE8,PDGFRB,novel,literature supported
MFI2_TFRC,MFI2,TFRC,novel,putative
MFNG_NOTCH1,MFNG,NOTCH1,novel,literature supported
MFNG_NOTCH2,MFNG,NOTCH2,novel,literature supported
MIA_CDH19,MIA,CDH19,novel,putative
MIA_CDH7,MIA,CDH7,novel,literature supported
MLLT4_EPHA7,MLLT4,EPHA7,novel,literature supported
MLLT4_EPHB2,MLLT4,EPHB2,novel,literature supported
MLLT4_EPHB3,MLLT4,EPHB3,novel,literature supported
MLLT4_EPHB6,MLLT4,EPHB6,novel,literature supported
MLLT4_F11R,MLLT4,F11R,novel,literature supported
MLLT4_NRXN2,MLLT4,NRXN2,novel,literature supported
MLLT4_NRXN3,MLLT4,NRXN3,novel,literature supported
MLLT4_PVRL1,MLLT4,PVRL1,novel,literature supported
MLLT4_PVRL2,MLLT4,PVRL2,novel,literature supported
MLLT4_PVRL3,MLLT4,PVRL3,novel,literature supported
MLLT4_PVRL4,MLLT4,PVRL4,novel,literature supported
MLN_MLNR,MLN,MLNR,known,literature supported
MMP12_PLAUR,MMP12,PLAUR,novel,literature supported
MMP13_LRP1,MMP13,LRP1,known,literature supported
MMP1_CD44,MMP1,CD44,novel,literature supported
MMP1_ITGA2,MMP1,ITGA2,novel,literature supported
MMP2_SDC2,MMP2,SDC2,novel,literature supported
MMP7_CD151,MMP7,CD151,novel,literature supported
MMP7_CD44,MMP7,CD44,novel,literature supported
MMP7_CDH6,MMP7,CDH6,novel,putative
MMP7_ERBB4,MMP7,ERBB4,novel,literature supported
MMP9_CD44,MMP9,CD44,novel,literature supported
MMP9_EPHB2,MMP9,EPHB2,novel,literature supported
MMP9_ITGAM,MMP9,ITGAM,novel,putative
MMP9_ITGB2,MMP9,ITGB2,novel,putative
MMP9_LRP1,MMP9,LRP1,known,literature supported
MST1_MST1R,MST1,MST1R,known,literature supported
MSTN_ACVR2B,MSTN,ACVR2B,novel,literature supported
MUC2_AGR2,MUC2,AGR2,novel,literature supported
MUC7_SELL,MUC7,SELL,novel,literature supported
MYOC_FZD1,MYOC,FZD1,novel,literature supported
MYOC_FZD10,MYOC,FZD10,novel,literature supported
MYOC_FZD3,MYOC,FZD3,novel,literature supported
MYOC_FZD4,MYOC,FZD4,novel,literature supported
MYOC_FZD7,MYOC,FZD7,novel,literature supported
NAMPT_INSR,NAMPT,INSR,known,literature supported
NCAM1_CACNA1C,NCAM1,CACNA1C,novel,putative
NCAM1_FGFR1,NCAM1,FGFR1,novel,literature supported
NCAM1_FGFR2,NCAM1,FGFR2,novel,putative
NCAM1_GFRA1,NCAM1,GFRA1,novel,literature supported
NCAM1_PTPRA,NCAM1,PTPRA,novel,putative
NCAM1_ROBO1,NCAM1,ROBO1,known,literature supported
NCAM1_ROBO3,NCAM1,ROBO3,known,literature supported
NCAN_CDH2,NCAN,CDH2,novel,putative
NCAN_SDC3,NCAN,SDC3,novel,putative
NDP_FZD4,NDP,FZD4,known,literature supported
NDP_LGR4,NDP,LGR4,known,literature supported
NGF_KIDINS220,NGF,KIDINS220,novel,putative
NGF_MAGED1,NGF,MAGED1,novel,putative
NGF_NGFR,NGF,NGFR,known,literature supported
NGF_NGFRAP1,NGF,NGFRAP1,novel,putative
NGF_NTRK1,NGF,NTRK1,known,literature supported
NGF_SORCS3,NGF,SORCS3,novel,literature supported
NGF_SORT1,NGF,SORT1,known,literature supported
NID1_COL13A1,NID1,COL13A1,novel,literature supported
NID1_ITGA3,NID1,ITGA3,novel,putative
NID1_ITGAV,NID1,ITGAV,novel,literature supported
NID1_ITGB1,NID1,ITGB1,novel,putative
NID1_ITGB3,NID1,ITGB3,novel,literature supported
NID1_PTPRF,NID1,PTPRF,known,literature supported
NID2_COL13A1,NID2,COL13A1,novel,literature supported
NLGN1_NRXN1,NLGN1,NRXN1,known,literature supported
NLGN1_NRXN2,NLGN1,NRXN2,novel,literature supported
NLGN1_NRXN3,NLGN1,NRXN3,known,literature supported
NLGN2_NRXN1,NLGN2,NRXN1,known,literature supported
NLGN2_NRXN2,NLGN2,NRXN2,known,literature supported
NLGN2_NRXN3,NLGN2,NRXN3,known,literature supported
NLGN3_NRXN1,NLGN3,NRXN1,known,literature supported
NLGN3_NRXN2,NLGN3,NRXN2,known,literature supported
NLGN3_NRXN3,NLGN3,NRXN3,known,literature supported
NMB_BRS3,NMB,BRS3,novel,literature supported
NMB_GRPR,NMB,GRPR,known,literature supported
NMB_NMBR,NMB,NMBR,known,literature supported
NMS_NMUR1,NMS,NMUR1,known,literature supported
NMS_NMUR2,NMS,NMUR2,known,literature supported
NMU_NMUR1,NMU,NMUR1,known,literature supported
NMU_NMUR2,NMU,NMUR2,known,literature supported
NODAL_ACVR1B,NODAL,ACVR1B,known,literature supported
NODAL_ACVR1C,NODAL,ACVR1C,known,literature supported
NODAL_ACVR2A,NODAL,ACVR2A,known,literature supported
NODAL_ACVR2B,NODAL,ACVR2B,known,literature supported
NOV_NOTCH1,NOV,NOTCH1,known,literature supported
NOV_PLXNA1,NOV,PLXNA1,novel,putative
NPB_NPBWR1,NPB,NPBWR1,known,literature supported
NPB_NPBWR2,NPB,NPBWR2,known,literature supported
NPFF_NPFFR1,NPFF,NPFFR1,known,literature supported
NPFF_NPFFR2,NPFF,NPFFR2,known,literature supported
NPNT_ITGA8,NPNT,ITGA8,known,literature supported
NPNT_ITGB1,NPNT,ITGB1,known,literature supported
NPPA_NPR1,NPPA,NPR1,known,literature supported
NPPA_NPR3,NPPA,NPR3,known,literature supported
NPPB_NPR1,NPPB,NPR1,known,literature supported
NPPB_NPR2,NPPB,NPR2,known,literature supported
NPPB_NPR3,NPPB,NPR3,known,literature supported
NPPC_NPR2,NPPC,NPR2,known,literature supported
NPPC_NPR3,NPPC,NPR3,novel,literature supported
NPS_NPSR1,NPS,NPSR1,known,literature supported
NPVF_NPFFR1,NPVF,NPFFR1,known,literature supported
NPVF_NPFFR2,NPVF,NPFFR2,known,literature supported
NPW_NPBWR1,NPW,NPBWR1,known,literature supported
NPW_NPBWR2,NPW,NPBWR2,known,literature supported
NPY_FAP,NPY,FAP,novel,literature supported
NPY_MC4R,NPY,MC4R,novel,literature supported
NPY_NPFFR2,NPY,NPFFR2,novel,literature supported
NPY_NPY1R,NPY,NPY1R,known,literature supported
NPY_NPY2R,NPY,NPY2R,known,literature supported
NPY_NPY4R,NPY,NPY4R,known,literature supported
NPY_NPY5R,NPY,NPY5R,known,literature supported
NPY_PRLHR,NPY,PRLHR,known,literature supported
NRG1_ERBB2,NRG1,ERBB2,known,literature supported
NRG1_ERBB3,NRG1,ERBB3,known,literature supported
NRG1_ERBB4,NRG1,ERBB4,known,literature supported
NRG1_GPC1,NRG1,GPC1,novel,putative
NRG2_ERBB2,NRG2,ERBB2,novel,putative
NRG2_ERBB3,NRG2,ERBB3,known,literature supported
NRG2_ERBB4,NRG2,ERBB4,known,literature supported
NRG3_ERBB4,NRG3,ERBB4,known,literature supported
NRG4_EGFR,NRG4,EGFR,novel,putative
NRG4_ERBB2,NRG4,ERBB2,novel,putative
NRG4_ERBB4,NRG4,ERBB4,known,literature supported
NRTN_GFRA1,NRTN,GFRA1,known,literature supported
NRTN_GFRA2,NRTN,GFRA2,known,literature supported
NRTN_RET,NRTN,RET,known,literature supported
NTF3_NGFR,NTF3,NGFR,known,literature supported
NTF3_NTRK1,NTF3,NTRK1,known,literature supported
NTF3_NTRK2,NTF3,NTRK2,known,literature supported
NTF3_NTRK3,NTF3,NTRK3,known,literature supported
NTF4_NGFR,NTF4,NGFR,known,literature supported
NTF4_NGFRAP1,NTF4,NGFRAP1,known,literature supported
NTF4_NTRK1,NTF4,NTRK1,known,literature supported
NTF4_NTRK2,NTF4,NTRK2,known,literature supported
NTF4_NTRK3,NTF4,NTRK3,known,putative
NTN1_ADORA2B,NTN1,ADORA2B,novel,literature supported
NTN1_DCC,NTN1,DCC,known,literature supported
NTN1_NEO1,NTN1,NEO1,novel,literature supported
NTN1_UNC5A,NTN1,UNC5A,novel,literature supported
NTN1_UNC5B,NTN1,UNC5B,novel,literature supported
NTN1_UNC5C,NTN1,UNC5C,known,literature supported
NTN1_UNC5D,NTN1,UNC5D,novel,literature supported
NTN3_CDON,NTN3,CDON,known,literature supported
NTN3_NEO1,NTN3,NEO1,known,literature supported
NTN4_DCC,NTN4,DCC,known,literature supported
NTN4_UNC5A,NTN4,UNC5A,known,literature supported
NTNG1_LRRC4C,NTNG1,LRRC4C,known,literature supported
NTNG2_LRRC4,NTNG2,LRRC4,novel,literature supported
NTNG2_LRRC4C,NTNG2,LRRC4C,novel,putative
NTS_NGFR,NTS,NGFR,novel,putative
NTS_NTSR1,NTS,NTSR1,known,literature supported
NTS_NTSR2,NTS,NTSR2,known,literature supported
NTS_SORT1,NTS,SORT1,novel,literature supported
NUCB2_ERAP1,NUCB2,ERAP1,known,EXCLUDED not receptor
NXPH1_NRXN1,NXPH1,NRXN1,known,literature supported
NXPH1_NRXN2,NXPH1,NRXN2,known,literature supported
NXPH1_NRXN3,NXPH1,NRXN3,known,literature supported
NXPH2_NRXN1,NXPH2,NRXN1,novel,literature supported
NXPH3_NRXN1,NXPH3,NRXN1,known,literature supported
NXPH3_NRXN2,NXPH3,NRXN2,known,literature supported
NXPH3_NRXN3,NXPH3,NRXN3,known,literature supported
OBP2A_OR1G1,OBP2A,OR1G1,novel,literature supported
OLAH_MOG,OLAH,MOG,novel,putative
OLFM2_ROBO2,OLFM2,ROBO2,novel,literature supported
OMG_LINGO1,OMG,LINGO1,known,literature supported
OMG_NGFR,OMG,NGFR,novel,putative
OMG_RTN4R,OMG,RTN4R,novel,literature supported
OMG_RTN4RL1,OMG,RTN4RL1,novel,literature supported
OMG_TNFRSF1B,OMG,TNFRSF1B,known,literature supported
ORM1_CCR5,ORM1,CCR5,novel,literature supported
OSM_IL6ST,OSM,IL6ST,known,literature supported
OSM_LIFR,OSM,LIFR,known,literature supported
OSM_OSMR,OSM,OSMR,known,literature supported
OSTN_NPR3,OSTN,NPR3,known,literature supported
OXT_AVPR1A,OXT,AVPR1A,known,literature supported
OXT_AVPR1B,OXT,AVPR1B,known,literature supported
OXT_AVPR2,OXT,AVPR2,known,literature supported
OXT_OXTR,OXT,OXTR,known,literature supported
P4HB_GPR162,P4HB,GPR162,novel,putative
PAPLN_PVRL4,PAPLN,PVRL4,novel,putative
PAPLN_SIRPA,PAPLN,SIRPA,novel,putative
PCSK9_VLDLR,PCSK9,VLDLR,novel,literature supported
PDAP1_PDGFRB,PDAP1,PDGFRB,novel,literature supported
PDGFA_PDGFRA,PDGFA,PDGFRA,known,literature supported
PDGFA_PDGFRB,PDGFA,PDGFRB,novel,putative
PDGFB_ART1,PDGFB,ART1,novel,literature supported
PDGFB_ITGAV,PDGFB,ITGAV,novel,putative
PDGFB_LRP1,PDGFB,LRP1,novel,literature supported
PDGFB_PDGFRA,PDGFB,PDGFRA,known,literature supported
PDGFB_PDGFRB,PDGFB,PDGFRB,known,literature supported
PDGFB_S1PR1,PDGFB,S1PR1,novel,putative
PDGFC_FLT1,PDGFC,FLT1,novel,putative
PDGFC_FLT4,PDGFC,FLT4,known,literature supported
PDGFC_KDR,PDGFC,KDR,known,literature supported
PDGFC_PDGFRA,PDGFC,PDGFRA,known,literature supported
PDGFC_PDGFRB,PDGFC,PDGFRB,novel,putative
PDGFD_PDGFRA,PDGFD,PDGFRA,novel,putative
PDGFD_PDGFRB,PDGFD,PDGFRB,known,literature supported
PDX1_SLC2A2,PDX1,SLC2A2,novel,EXCLUDED not ligand
PDYN_OPRD1,PDYN,OPRD1,known,literature supported
PDYN_OPRK1,PDYN,OPRK1,known,literature supported
PDYN_OPRM1,PDYN,OPRM1,known,literature supported
PENK_MRGPRX1,PENK,MRGPRX1,known,literature supported
PENK_OGFR,PENK,OGFR,known,literature supported
PENK_OPRD1,PENK,OPRD1,known,literature supported
PENK_OPRK1,PENK,OPRK1,novel,putative
PENK_OPRM1,PENK,OPRM1,known,literature supported
PF4_CXCR3,PF4,CXCR3,novel,literature supported
PF4_FGFR2,PF4,FGFR2,known,literature supported
PF4_LDLR,PF4,LDLR,known,literature supported
PF4_PROCR,PF4,PROCR,known,literature supported
PF4_SDC2,PF4,SDC2,novel,literature supported
PF4_THBD,PF4,THBD,known,literature supported
PGF_FLT1,PGF,FLT1,known,literature supported
PGF_NRP1,PGF,NRP1,known,literature supported
PGF_NRP2,PGF,NRP2,novel,literature supported
PI3_PLD2,PI3,PLD2,novel,putative
PIGF_FLT1,PIGF,FLT1,novel,literature supported
PIP_CD4,PIP,CD4,novel,literature supported
PIP_NPTN,PIP,NPTN,novel,putative
PKM_CD44,PKM,CD44,novel,putative
PLA2G10_PLA2R1,PLA2G10,PLA2R1,novel,literature supported
PLAT_ITGAM,PLAT,ITGAM,novel,putative
PLAT_ITGB2,PLAT,ITGB2,novel,putative
PLAT_LRP1,PLAT,LRP1,known,literature supported
PLAU_IGF2R,PLAU,IGF2R,novel,literature supported
PLAU_ITGA3,PLAU,ITGA3,novel,putative
PLAU_ITGA5,PLAU,ITGA5,novel,putative
PLAU_ITGAM,PLAU,ITGAM,novel,putative
PLAU_ITGAV,PLAU,ITGAV,novel,putative
PLAU_ITGB1,PLAU,ITGB1,novel,putative
PLAU_ITGB2,PLAU,ITGB2,novel,putative
PLAU_ITGB5,PLAU,ITGB5,novel,putative
PLAU_LRP1,PLAU,LRP1,known,literature supported
PLAU_LRP2,PLAU,LRP2,novel,literature supported
PLAU_MRC2,PLAU,MRC2,novel,putative
PLAU_PLAUR,PLAU,PLAUR,known,literature supported
PLAU_ST14,PLAU,ST14,novel,literature supported
PLAU_VLDLR,PLAU,VLDLR,novel,putative
PLG_F2R,PLG,F2R,novel,literature supported
PLG_F2RL1,PLG,F2RL1,novel,literature supported
PLG_F3,PLG,F3,novel,literature supported
PLG_FLT1,PLG,FLT1,novel,putative
PLG_ITGA9,PLG,ITGA9,known,literature supported
PLG_ITGAM,PLG,ITGAM,novel,putative
PLG_ITGB1,PLG,ITGB1,known,literature supported
PLG_ITGB2,PLG,ITGB2,novel,putative
PLG_PLAUR,PLG,PLAUR,novel,putative
PLG_PLGRKT,PLG,PLGRKT,novel,literature supported
PLTP_ABCA1,PLTP,ABCA1,novel,literature supported
PMCH_MCHR1,PMCH,MCHR1,known,literature supported
PMCH_MCHR2,PMCH,MCHR2,known,literature supported
PNOC_OPRL1,PNOC,OPRL1,known,literature supported
PODXL2_SELL,PODXL2,SELL,known,literature supported
PODXL_SELL,PODXL,SELL,novel,literature supported
POMC_MC1R,POMC,MC1R,known,literature supported
POMC_MC2R,POMC,MC2R,known,literature supported
POMC_MC3R,POMC,MC3R,known,literature supported
POMC_MC4R,POMC,MC4R,known,literature supported
POMC_MC5R,POMC,MC5R,known,literature supported
POMC_OPRD1,POMC,OPRD1,known,literature supported
POMC_OPRK1,POMC,OPRK1,known,literature supported
POMC_OPRM1,POMC,OPRM1,known,literature supported
PON2_HTR2A,PON2,HTR2A,novel,literature supported
PPBP_CXCR1,PPBP,CXCR1,known,literature supported
PPBP_CXCR2,PPBP,CXCR2,known,literature supported
PPBP_DARC,PPBP,DARC,known,putative
PPY_NPY1R,PPY,NPY1R,novel,putative
PPY_NPY2R,PPY,NPY2R,novel,putative
PPY_NPY4R,PPY,NPY4R,known,literature supported
PPY_NPY5R,PPY,NPY5R,known,literature supported
PRLH_PRLHR,PRLH,PRLHR,known,literature supported
PRL_PRLR,PRL,PRLR,known,literature supported
PRND_RPSA,PRND,RPSA,known,literature supported
PROC_ITGAM,PROC,ITGAM,novel,putative
PROC_ITGB2,PROC,ITGB2,novel,putative
